% defaults limit 1000 minin 35 minex 25 flank 99 pop 100 gen 100 die 0.5 mut 0.1
% gid,fitness,wacc,wdon,wexs,wins,wexl,winl,winf
1_242,0.1388,0.4487,0.3350,0.8276,0.7381,0.1571,0.0205,0.9876
1_533,0.7729,0.2537,0.0117,0.9989,0.9857,0.0084,0.3898,0.9965
2_87,0.9898,0.4096,0.9947,0.9981,0.7830,0.0085,0.0059,0.9979
1_609,1.9764,0.0658,0.0049,0.0419,0.0299,0.7259,0.0082,0.9954
2_93,0.5695,0.8826,0.9940,0.9915,0.1522,0.5102,0.0659,0.9943
2_33,0.1520,0.9925,0.2316,0.9956,0.4805,0.9930,0.9996,0.9999
2_330,0.1827,0.9992,0.8207,0.0087,0.9997,0.0063,0.0092,0.9956
1_129,0.4234,0.6331,0.9938,0.0006,0.9899,0.0010,0.9175,0.9996
2_312,0.2906,0.8988,0.9841,0.9979,0.9924,0.0077,0.0070,0.9992
1_576,1.9893,0.2617,0.3128,0.2819,0.0009,0.9990,0.0034,0.9899
3_66,0.4927,0.9022,0.7133,0.6619,0.0012,0.0041,0.0080,0.9987
1_259,0.2367,0.4922,0.9983,0.9989,0.9948,0.8383,0.9967,0.9917
1_539,0.0584,0.8544,0.3924,0.9904,0.9967,0.1931,0.0071,0.9997
1_501,0.0164,0.1999,0.0001,0.9953,0.3977,0.0032,0.0202,0.9994
1_425,1.3263,0.9967,0.9944,0.0855,0.5426,0.0054,0.0087,0.9976
1_18,0.0055,0.5749,0.9945,0.9975,0.9897,0.0013,0.0102,0.9981
1_391,1.4123,0.0201,0.0017,0.9856,0.4130,0.0073,0.8402,0.9945
1_514,0.8058,0.5007,0.5261,0.4740,0.9939,0.9969,0.0023,0.9998
1_153,0.0091,0.9974,0.9988,0.0064,0.9980,0.9972,0.9974,0.9957
2_193,1.3067,0.3487,0.6089,0.7950,0.9980,0.4442,0.0010,0.9977
1_588,0.1165,0.4978,0.9948,0.9940,0.9996,0.0120,0.0849,0.9931
1_363,0.2592,0.5902,0.4529,0.9971,0.9760,0.0043,0.0009,0.9989
2_99,0.8006,0.8770,0.9904,0.0581,0.5607,0.9966,0.9976,0.9905
2_278,0.6915,0.7748,0.1063,0.6696,0.9607,0.9978,0.0052,0.9939
1_125,0.0363,0.9954,0.9847,0.9996,0.5468,0.0172,0.4353,0.9955
2_238,1.3892,0.0010,0.1396,0.0091,0.5511,0.0241,0.9939,0.9979
2_119,0.2431,0.5972,0.9991,0.2813,0.7525,0.0100,0.1350,0.9983
1_148,0.0183,0.6610,0.6789,0.9755,0.3947,0.2225,0.6212,0.9928
1_128,0.0597,0.9995,0.9874,0.4065,0.9991,0.9960,0.0044,0.9979
1_143,1.1107,0.7402,0.8050,0.9958,0.9072,0.0531,0.0134,0.9942
2_13,0.1949,0.9989,0.9993,0.9998,0.9990,0.0010,0.6775,0.9967
3_42,0.1334,0.8000,0.9910,0.9913,0.4016,0.0005,0.9957,0.9906
1_556,0.0328,0.2857,0.9957,0.6698,0.9994,0.0917,0.0080,0.9686
2_64,0.0547,1.0000,0.9994,0.4606,0.9957,0.9902,0.9120,0.9986
1_292,1.2425,0.9972,0.9895,0.9300,0.6009,0.1599,0.0004,0.9996
1_282,0.8261,0.5215,0.0056,0.9970,0.4010,0.3467,0.0815,0.9363
2_104,0.3454,0.1816,0.0004,0.9932,0.5196,0.0025,0.9739,0.9929
1_589,0.1535,0.3766,0.0060,0.9950,0.5806,0.0135,0.0012,0.9977
1_357,1.1412,0.2768,0.9994,0.5588,0.5784,0.0006,0.0682,0.9971
1_582,0.5795,0.5688,0.6816,0.7981,0.9982,0.0058,0.0017,0.9989
1_289,0.8727,0.6463,0.9961,1.0000,0.4846,0.3044,0.0017,0.9999
1_136,0.0811,0.8089,0.9988,0.9939,0.9989,0.0001,0.0847,0.9999
1_120,0.2253,0.6083,0.3616,0.9893,0.9976,0.9792,0.9060,0.9963
2_175,0.4481,0.4546,0.8982,0.9933,0.2936,0.0010,0.1597,0.9976
2_323,0.4581,0.7382,0.9990,0.9922,0.9958,0.0014,0.0055,0.9998
2_265,0.7205,0.5972,0.9994,0.9982,0.9937,0.9965,0.0116,0.9908
1_236,0.0641,0.6890,0.0075,0.9814,0.9874,0.0018,0.0060,0.9931
1_36,0.1153,0.9432,0.9928,0.0083,0.9997,0.9772,0.0077,0.9960
2_106,0.6257,0.4683,0.9971,0.9981,0.3330,0.0020,0.0072,0.9915
1_564,2.0000,0.0752,0.1360,0.6318,0.2738,0.1628,0.2504,0.8565
2_116,0.7130,0.9977,0.9964,0.9990,0.9975,0.9892,0.9674,0.9987
3_71,0.8810,0.9975,0.9986,0.9966,0.5574,0.0069,0.0002,0.9976
1_313,0.8977,0.7194,0.4063,0.9981,0.6212,0.0014,0.7227,0.9889
2_66,0.1854,0.6962,0.9657,0.9801,0.3504,0.0545,0.0163,0.9955
2_95,0.2273,0.9990,0.9984,0.6794,0.9916,0.9936,0.0133,0.9971
1_549,0.1670,0.5840,0.2636,0.9850,0.5591,0.0000,0.0028,0.9886
1_311,0.6700,0.1719,0.9880,0.9931,0.4909,0.3437,0.0009,0.9972
2_107,0.0474,0.9973,0.9998,0.9982,0.9517,0.9997,0.9912,0.9981
1_473,1.0049,0.2850,0.0028,0.9985,0.0001,0.0045,0.0000,0.9983
1_123,0.0500,0.9986,0.7873,0.9995,0.9985,0.9938,0.5165,0.9986
1_566,1.0062,0.0043,0.2437,0.9858,0.0011,0.0044,0.0001,0.9976
1_94,1.4302,0.6553,0.0833,0.2412,0.6351,0.6348,0.4826,0.9911
1_264,1.0382,0.9883,0.6421,0.9661,0.9235,0.0619,0.0022,0.9983
1_167,0.6318,0.8400,0.6532,0.6107,0.9996,0.0046,0.0063,0.9990
1_355,0.8103,0.4682,0.9976,0.9981,0.4138,0.0015,0.2326,0.9941
3_58,0.7260,0.9943,0.9970,0.0092,0.0041,0.9898,0.9698,0.9889
1_541,0.4573,0.7318,0.9957,0.9310,0.9990,0.1763,0.0002,0.9984
2_333,0.4765,0.7144,0.5623,0.9989,0.7454,0.0010,0.0047,0.9972
3_15,0.4127,0.9738,0.0068,0.9993,0.6171,0.6769,0.9990,0.9946
3_23,0.3041,0.9990,0.9998,0.1948,0.3304,0.0061,0.9985,0.9929
1_192,0.2614,0.8677,0.5511,0.9953,0.5163,0.0016,0.0171,0.9987
1_475,0.1296,0.1821,0.9955,0.9982,0.8766,0.0020,0.0072,0.9983
1_394,1.2607,0.4794,0.0026,0.9974,0.8125,0.0012,0.0011,0.9959
3_61,0.6434,0.1023,0.9977,0.3007,0.0573,0.0038,0.0001,0.9999
2_21,0.1018,0.9984,0.9915,0.9930,0.9986,0.6977,0.0082,0.9882
1_548,0.2573,0.1445,0.9964,0.9988,0.8943,0.0027,0.0045,0.9910
2_209,0.7715,0.3205,0.7705,0.9206,0.3634,0.0118,0.0059,0.9969
2_50,0.5801,0.4567,0.8057,0.3624,0.9922,0.9997,0.9455,0.9987
1_335,0.3674,0.3750,0.3861,0.9998,0.8636,0.0023,0.0001,0.9952
2_177,1.0480,0.8822,0.9902,0.0033,0.9979,0.9579,0.0023,0.2746
1_6,0.0109,0.9996,0.9979,0.9888,0.0043,0.9903,0.9984,0.9850
1_555,2.0000,0.6434,0.6724,0.4775,0.7743,0.7256,0.3904,0.0027
3_46,0.0933,0.0007,0.9181,0.5087,0.9986,0.0012,0.0208,0.9940
1_518,0.0342,0.3280,0.9930,0.7993,0.9999,0.0012,0.0007,0.9991
1_32,1.0753,0.9974,0.9976,0.0032,1.0000,0.9887,0.9912,0.9980
2_302,1.0779,0.4941,0.1334,0.9661,0.0194,0.2201,0.7849,0.9985
3_28,0.4595,0.0635,0.9965,0.5038,0.0041,0.8093,0.3339,0.9941
3_72,1.0294,0.2306,0.9968,0.4217,0.3393,0.1715,0.0062,0.9958
1_500,0.0528,0.9822,0.9987,0.9895,0.9996,0.0006,0.0046,0.9978
1_20,0.0337,0.9971,0.9999,0.9974,0.9969,0.0043,0.9990,0.9984
1_336,0.3118,0.4572,0.7819,0.9998,0.9041,0.0007,0.0114,0.9995
2_125,0.7503,0.2902,0.0031,0.9955,0.4662,0.0127,0.2757,0.9958
1_529,0.0483,0.1248,0.0928,0.9670,0.6487,0.0421,0.1084,0.9960
2_41,0.1229,0.3903,0.7885,0.9071,0.9726,0.0015,0.0303,0.9944
1_225,0.0714,0.9995,0.9928,0.9967,0.3202,0.9879,0.0034,0.9963
2_156,0.7402,0.4262,0.5270,0.0028,0.3267,0.0009,0.8007,0.9949
1_184,0.4055,0.9996,0.9945,0.4745,0.2074,0.9969,0.0070,0.9999
1_212,1.5117,0.3210,0.6757,0.4510,0.5182,0.0072,0.0076,0.9984
1_96,0.0261,0.9934,0.9726,0.0001,0.9913,0.0017,0.0593,0.9986
1_531,1.5437,0.7483,0.9905,0.0207,0.0020,0.9987,0.6930,0.9966
2_17,0.7180,0.9943,0.3360,0.0029,0.6723,0.9850,0.9989,0.9842
1_370,2.0000,0.6791,0.0572,0.8997,0.0128,0.7920,0.0579,0.0515
1_306,1.7118,0.0803,0.0072,0.0031,0.2509,0.0127,0.0087,0.9965
2_101,0.8175,0.3475,0.7841,0.9922,0.7297,0.0030,0.0976,0.9972
1_492,0.7748,0.9846,0.8168,0.9999,0.9519,0.0045,0.0007,0.9980
1_482,0.4619,0.3491,0.1307,0.9997,0.5816,0.0076,0.0015,0.9964
1_175,0.9582,0.4501,0.2151,0.9095,0.8613,0.5037,0.0590,0.8313
1_606,2.0000,0.3695,0.6591,0.7348,0.6034,0.6338,0.0245,0.5532
