name	gene	loc	str	base	opt	introns	don	acc	emm	imm	elen	ilen	icost
ch.9513	Gene:WBGene00022099	IV:2612331-2613160	-	0.1569950468365312	0.0770	11	0.9996	0.9983	0.0080	0.9538	0.0129	1.0000	0.0007
ch.13655	Gene:WBGene00021976	V:5071594-5072281	-	1.324915609382866	0.4077	4	0.2723	0.3675	0.9955	0.9980	0.0027	0.0006	0.9810
ch.14350	Gene:WBGene00022402	V:8010390-8011205	-	1.775642738500055	0.1203	7	0.2829	0.2809	0.1373	0.8513	0.0065	0.2828	0.4160
ch.7206	Gene:WBGene00009444	III:4593130-4593926	+	0.23283448861758269	0.0656	5	0.9999	0.3087	0.9984	0.9886	0.0075	0.9995	0.9897
ch.7949	Gene:WBGene00004449	III:7855033-7855745	+	1.8213590313648749	0.9835	23	0.9923	0.9930	0.9954	0.0050	0.5629	0.0070	0.9980
ch.14734	Gene:WBGene00001909	V:9544558-9545387	-	1.3693097619772878	0.0016	4	0.4452	0.9945	0.0056	1.0000	0.0075	0.9982	0.3198
ch.14927	Gene:WBGene00007537	V:10239489-10240060	-	0.02975464446318693	0.0000	2	0.4574	0.3143	0.3031	0.3887	0.0387	0.9482	0.3011
ch.6008	Gene:WBGene00012593	II:12627086-12627669	+	0.9787799856492699	0.0004	4	0.9987	0.0955	0.9988	0.0001	0.0057	0.9979	0.2253
ch.518	Gene:WBGene00001501	I:3680079-3681026	-	0.6687608209816516	0.0352	28	0.9978	0.9531	0.9964	0.9972	0.0005	0.6304	0.9958
ch.11578	Gene:WBGene00011740	IV:12031223-12032253	+	0.6974152994758493	0.0411	10	0.0003	0.1552	0.0124	0.5114	0.0128	0.0352	0.9989
ch.5719	Gene:WBGene00011999	II:11312422-11313445	+	1.9999999999999996	0.0000	1	0.6805	0.6862	0.3832	0.5297	0.8657	0.1027	0.7115
ch.15856	Gene:WBGene00011193	V:13961144-13962076	-	0.6973530613118668	0.1905	8	0.0127	0.2791	0.9978	0.6082	0.0045	0.4809	0.9967
ch.1686	Gene:WBGene00009963	I:8946585-8947300	-	1.9997503459302386	0.0485	9	0.9992	0.0493	0.0076	0.9942	0.0015	0.0007	0.9903
ch.7170	Gene:WBGene00011117	III:4414627-4415334	-	1.2769598256060226	0.0347	5	0.9989	0.0038	0.9859	0.9979	0.9633	0.9982	0.9386
ch.7824	Gene:WBGene00004490	III:7189077-7189730	-	0.40215521591563724	0.1861	12	0.9995	0.9994	0.9223	0.8266	0.0012	0.0936	0.2978
ch.4671	Gene:WBGene00044221	II:6768213-6768926	+	1.9999167485306142	0.0000	10	0.5472	0.8632	0.1258	0.8137	0.3041	0.9172	0.2031
ch.216	Gene:WBGene00003080	I:1701260-1701907	+	1.1162412091631728	0.0032	3	0.0818	0.9968	0.0509	0.9944	0.0123	0.9971	0.3681
ch.7207	Gene:WBGene00000145	III:4593762-4594523	-	0.9449719375367386	0.7963	12	0.9917	0.7851	0.9977	0.0043	0.0025	0.7393	0.9948
ch.8433	Gene:WBGene00014016	III:9824776-9825531	-	0.9964960217649992	0.3116	18	0.9984	0.0011	0.8647	0.9891	0.0033	0.9897	0.9810
ch.18368	Gene:WBGene00020736	X:5511896-5512426	-	0.986725288893173	0.0025	4	0.9960	0.9885	0.9991	0.9959	0.0099	0.9959	0.6377
ch.19868	Gene:WBGene00010940	X:14485026-14486054	+	1.3680658012994622	0.8254	6	0.0049	0.0040	0.8769	0.9957	0.0013	0.0004	0.9998
ch.7952	Gene:WBGene00044324	III:7858878-7859611	+	1.397270644172034	0.3174	8	0.8318	0.5378	0.9959	0.0011	0.0027	0.0034	0.9956
ch.1872	Gene:WBGene00007299	I:9689978-9690656	-	1.3164978966842336	0.0000	9	0.9099	0.9100	0.9984	0.9218	0.4945	0.9968	0.5139
ch.5594	Gene:WBGene00271706	II:10662144-10662880	-	1.3294125748453043	0.0000	1	0.0035	0.7469	0.5485	0.2554	0.0829	0.2447	0.2344
ch.9481	Gene:WBGene00021420	IV:2389344-2390358	+	0.6600940192087744	0.0126	32	0.1886	0.0023	0.4041	0.9919	0.0290	0.0027	0.9929
ch.18452	Gene:WBGene00016662	X:6087875-6088511	+	1.5856661454036591	0.0000	3	0.4156	0.7026	0.1903	0.6872	0.1634	0.1373	0.1170
ch.6702	Gene:WBGene00022336	III:1419095-1419968	+	1.3348133556983501	0.0137	52	0.7328	0.9979	0.9872	0.9998	0.0007	0.0019	0.9917
ch.17189	Gene:WBGene00012666	V:19189144-19190112	-	0.6121647626450868	0.2108	9	0.9981	0.1057	0.0029	0.0070	0.9996	0.9992	0.0044
ch.8440	Gene:WBGene00010783	III:9847525-9848215	-	1.9999446042458073	1.0498	6	0.9995	0.9994	0.9705	0.5520	0.9992	0.9947	0.9913
ch.14052	Gene:WBGene00016362	V:7006163-7006917	+	1.2557318791789764	0.2716	5	0.1613	0.9965	0.9938	0.0019	0.0023	0.3307	0.9923
ch.10019	Gene:WBGene00016055	IV:5160421-5161484	+	0.6703380018896661	0.0373	10	0.9925	0.7217	0.9780	0.9957	0.0029	0.0033	0.9931
ch.8342	Gene:WBGene00007185	III:9488630-9489285	+	1.0842786617738176	0.2793	6	0.9960	0.0065	0.9974	0.0000	0.9989	0.9986	0.9952
ch.18456	Gene:WBGene00015805	X:6102781-6103496	-	0.6998661501057908	0.3438	7	0.0001	0.5945	0.0031	0.9999	0.9991	0.0060	0.9988
ch.10307	Gene:WBGene00001858	IV:6646211-6647071	+	0.8494749641747518	0.4725	79	0.9950	0.9995	0.9772	0.7387	0.9050	0.0014	0.4425
ch.16147	Gene:WBGene00007240	V:15086812-15087406	-	0.984852437591882	0.0000	1	0.8151	0.8005	0.2608	0.1353	0.4487	0.4420	0.9113
ch.15022	Gene:WBGene00011892	V:10578326-10579240	-	0.9137478503398361	0.2761	9	0.9947	0.9697	0.4498	0.9412	0.9978	0.9952	0.9944
ch.11335	Gene:WBGene00044784	IV:11020416-11021537	+	1.8340903612848365	0.9198	11	0.9814	0.9938	0.1252	0.1509	0.9791	0.4889	0.5931
ch.20080	Gene:WBGene00010337	X:15841471-15842478	+	1.9956978249346817	0.0047	12	0.9993	0.9990	0.0917	0.9988	0.9898	0.0008	0.9962
ch.7494	Gene:WBGene00002982	III:5697393-5698112	-	0.9765384679266026	0.0507	4	0.9996	0.9956	0.7878	0.9943	0.9989	0.9980	0.0022
ch.7739	Gene:WBGene00020064	III:6869532-6870447	+	0.3194155092763883	0.3078	17	0.9957	0.8362	0.9953	0.9917	0.9614	0.4044	0.9287
ch.9903	Gene:WBGene00017925	IV:4659530-4660300	-	1.9999678973131712	0.2131	9	0.9994	0.9935	0.9935	0.3663	0.9922	0.9983	0.5166
ch.14334	Gene:WBGene00045392	V:7954692-7955411	-	1.248234764249408	0.3920	6	0.5359	0.2516	0.9999	0.6412	0.0044	0.0002	0.9918
ch.1685	Gene:WBGene00009964	I:8945432-8946343	-	1.996913056659207	0.3938	10	0.9961	0.1091	0.9973	0.9989	0.0187	0.0037	0.9791
ch.9564	Gene:WBGene00235102	IV:2890781-2891735	+	1.9224002490494772	0.0022	10	0.9966	0.9974	0.0047	0.9947	0.9929	0.9995	0.1415
ch.5647	Gene:WBGene00012489	II:10922526-10923073	-	0.018683318048099126	0.0071	4	0.9983	0.9858	0.0076	0.9954	0.9870	0.9956	0.9982
ch.14276	Gene:WBGene00022653	V:7713890-7714797	+	0.6937826491131678	0.0582	12	0.9794	0.4219	0.9949	0.1469	0.0776	0.7387	0.3608
ch.4775	Gene:WBGene00017128	II:7211524-7212258	-	1.213480057635078	0.2993	7	0.9973	0.9999	0.0009	0.0086	0.9998	0.9992	0.9849
ch.12830	Gene:WBGene00002018	V:1805077-1805974	+	1.6942562785756756	0.4676	10	0.5451	0.9772	0.9967	0.0035	0.9955	0.0036	0.6583
ch.2047	Gene:WBGene00010325	I:10518278-10519357	+	0.6717907570598918	0.2049	9	0.5576	0.9930	0.9997	0.5060	0.0004	0.0011	0.9933
ch.15139	Gene:WBGene00011427	V:11058539-11059368	-	1.9996882994045404	0.0538	10	0.9989	0.4700	0.4722	0.9985	0.0066	0.4586	0.9387
ch.12795	Gene:WBGene00019388	V:1665120-1666049	+	0.2425012709763384	0.1650	9	0.9988	0.9967	0.9989	0.5466	0.9963	0.0007	0.9991
ch.18292	Gene:WBGene00022024	X:5043875-5044845	+	1.0233730031891477	0.0219	4	0.5331	0.9985	0.5092	0.2502	0.2322	0.9926	0.1890
ch.6059	Gene:WBGene00009398	II:12907269-12907882	+	1.2452370964980133	0.0032	3	0.9980	0.2284	0.0014	0.9951	0.9944	0.9975	0.3421
ch.18780	Gene:WBGene00001945	X:7981281-7982169	-	0.9289107628711532	0.3401	9	0.9996	0.9974	0.9930	0.5693	0.0024	0.9919	0.9938
ch.9018	Gene:WBGene00012807	III:13313967-13314820	+	0.8765944278707194	0.0528	8	0.9987	0.9981	0.9988	0.9986	0.9746	0.0031	0.0043
ch.15533	Gene:WBGene00012276	V:12659603-12660429	-	1.0059295549854201	0.0000	8	0.9829	0.6223	0.2978	0.9994	0.2427	0.7676	0.2989
ch.15112	Gene:WBGene00008917	V:10955020-10955867	+	0.6646906603468661	0.5489	22	0.9995	0.9992	0.0154	0.4288	0.9974	0.9957	0.5602
ch.565	Gene:WBGene00020193	I:3875868-3876815	-	0.6775434002796453	0.3839	6	0.9545	0.0167	0.9901	0.1331	0.0417	0.3659	0.9797
ch.15982	Gene:WBGene00007616	V:14422624-14423403	-	1.2302706905278165	0.3067	10	0.0003	0.9998	0.9983	0.6859	0.0095	0.9985	0.0076
ch.5200	Gene:WBGene00011979	II:9082525-9083292	-	0.7098173129423758	0.0408	8	0.0071	0.0103	0.0044	0.5048	0.0081	0.0136	0.9401
ch.5705	Gene:WBGene00011528	II:11236523-11237424	-	0.720427250704804	0.0584	13	0.6786	0.9979	0.9924	0.9974	0.0040	0.0001	0.9938
ch.15795	Gene:WBGene00044921	V:13777914-13778691	+	1.70031327760809	0.1719	5	0.9942	0.6246	0.0079	0.9968	0.0059	0.9918	0.9527
ch.15505	Gene:WBGene00009724	V:12552112-12553290	-	1.3368280144373283	0.1207	18	0.7981	0.9960	0.9848	0.0695	0.0526	0.0056	0.9983
ch.10725	Gene:WBGene00001051	IV:8513818-8514824	+	1.342256489909052	0.0083	9	0.8462	0.9376	0.3914	0.6945	0.4723	0.0473	0.3117
ch.8030	Gene:WBGene00004433	III:8129450-8130326	-	1.3446174611197896	0.2650	29	0.8022	0.2393	0.9973	0.9985	0.0070	0.0028	0.9963
ch.15869	Gene:WBGene00003474	V:14018169-14018772	-	1.0620204637250754	0.0191	7	0.9963	0.9936	0.5920	0.1172	0.9982	0.9986	0.8526
ch.7301	Gene:WBGene00017832	III:4903068-4903983	-	0.8892526474735202	0.2515	11	0.9967	0.9853	0.0013	0.9980	0.9942	0.9935	0.0031
ch.6112	Gene:WBGene00008859	II:13215991-13216863	+	1.333251719179731	0.0007	5	0.0540	0.9962	0.9982	0.9985	0.0009	0.9306	0.9957
ch.5439	Gene:WBGene00003773	II:10000234-10001241	-	1.4870721780954124	0.6756	22	0.4179	0.4450	0.0010	0.9974	0.0207	0.0035	0.9988
ch.1740	Gene:WBGene00010422	I:9154127-9154911	-	1.613922278128232	0.1026	8	0.8907	0.8830	0.7190	0.5274	0.1264	0.7464	0.3572
ch.16012	Gene:WBGene00008263	V:14522622-14523304	-	0.6666454070392507	0.0824	4	0.9953	0.6629	0.9969	0.0043	0.8936	0.9985	0.0167
ch.10087	Gene:WBGene00022773	IV:5396968-5397850	+	1.2158146498660622	1.1247	15	0.7184	0.2038	0.6103	0.8466	0.9946	0.7314	0.0063
ch.17744	Gene:WBGene00017294	X:1502689-1503377	+	0.9998191944972875	0.0012	2	0.9994	0.9798	0.0009	0.9950	0.0076	0.9952	0.8260
ch.13216	Gene:WBGene00020869	V:3280278-3281266	+	0.7011651878100904	0.1291	9	0.7352	0.4497	0.9913	0.0882	0.0014	0.0037	0.9976
ch.13612	Gene:WBGene00019236	V:4911611-4912480	-	1.3125027992322602	0.0045	13	0.9989	0.8081	0.6808	0.9970	0.9956	0.9886	0.0031
ch.3913	Gene:WBGene00017402	II:3741783-3742578	+	0.6744694444166365	0.0423	10	0.9996	0.0133	0.9980	0.9955	0.0038	0.0002	0.9903
ch.5489	Gene:WBGene00011336	II:10233732-10234597	-	0.6991910959811735	0.0001	4	0.0303	0.5485	0.4087	0.8117	0.0204	0.0168	0.8231
ch.1416	Gene:WBGene00011968	I:7701264-7702152	-	1.332340910700669	0.0990	7	0.8061	0.9995	0.9985	0.9979	0.0016	0.0011	0.9964
ch.4256	Gene:WBGene00044389	II:5177198-5178101	-	1.9999999999999998	0.0929	9	0.9962	0.9969	0.9991	0.4900	0.9999	0.0010	0.0668
ch.8310	Gene:WBGene00008041	III:9331413-9332383	+	0.6631928853695357	0.0912	14	0.0090	0.9937	0.0014	0.9921	0.9992	0.0069	0.0145
ch.2025	Gene:WBGene00004444	I:10436153-10436987	+	1.300619614421286	0.5093	20	0.2225	0.9946	0.9946	0.0012	0.0025	0.0006	0.0075
ch.10010	Gene:WBGene00015327	IV:5090142-5091142	-	1.1334397345570533	0.1601	12	0.0242	0.9919	0.0002	0.5385	0.9979	0.6844	0.9810
ch.12961	Gene:WBGene00021236	V:2321937-2322665	-	1.301417787896078	1.0481	44	0.9975	0.9998	0.7556	0.9960	0.9966	0.9994	0.9871
ch.5826	Gene:WBGene00009688	II:11774061-11774658	-	1.0055563754480161	0.0000	7	0.5337	0.9059	0.1442	0.9286	0.7410	0.7936	0.1054
ch.8133	Gene:WBGene00018366	III:8490519-8491203	+	1.922274006820762	0.0001	6	0.0224	0.5719	0.8332	0.6807	0.4066	0.9226	0.8786
ch.18136	Gene:WBGene00044724	X:4101586-4102224	-	1.2475820590882605	0.0185	8	0.9991	0.0498	0.9942	0.9986	0.9897	0.8714	0.7827
ch.13981	Gene:WBGene00003473	V:6691270-6691962	-	1.548586666889885	1.0261	11	0.9990	0.9986	0.0034	0.4707	0.9974	0.0205	0.9927
ch.5591	Gene:WBGene00010896	II:10657926-10658725	-	1.048085579782863	0.0091	11	0.9998	0.9164	0.9977	0.0003	0.9997	0.0003	0.1931
ch.1187	Gene:WBGene00020713	I:6705445-6706503	-	0.32528845096748016	0.0890	16	0.9963	0.9997	0.9937	0.0065	0.0035	0.9974	0.9964
ch.9518	Gene:WBGene00022075	IV:2641209-2642212	+	1.7369535505280451	0.0562	13	0.3497	0.0011	0.1526	0.9970	0.0026	0.0049	1.0000
ch.4383	Gene:WBGene00302971	II:5648694-5649569	-	1.3369401203834743	0.6730	15	0.1953	0.1045	0.0047	0.9248	0.3092	0.0651	0.8785
ch.8122	Gene:WBGene00022864	III:8431507-8432313	-	0.8439671820282498	0.6563	11	0.1489	0.7666	0.9973	0.9833	0.0022	0.0128	0.9973
ch.363	Gene:WBGene00004920	I:2726913-2727644	+	1.0104423371466247	0.0085	7	0.9948	0.9896	0.9958	0.9991	0.9934	0.0007	0.6582
ch.49	Gene:WBGene00021658	I:347368-348456	+	0.8241410047107282	0.6930	20	0.9961	0.9980	0.4924	0.1915	0.0001	0.9919	0.2105
ch.848	Gene:WBGene00015096	I:5271164-5272140	-	0.9355817794034335	0.1181	6	0.9958	0.3523	0.9957	0.0002	0.0075	0.0011	0.9409
ch.1205	Gene:WBGene00001682	I:6757662-6758277	+	1.0518806279404973	0.0382	4	0.9932	0.9620	0.9993	0.0015	0.0134	0.0015	0.9149
ch.5431	Gene:WBGene00011273	II:9967176-9968148	-	0.7860748307293542	0.1472	36	0.9975	0.9922	0.0030	0.9971	0.9836	1.0000	0.9993
ch.10499	Gene:WBGene00302976	IV:7556536-7557446	+	0.7165532434049381	0.2509	11	0.9981	0.8317	0.0088	0.9989	0.0002	0.9925	0.0022
ch.13395	Gene:WBGene00003769	V:3979954-3980721	+	1.1960054972628038	0.0329	28	0.9997	0.9974	0.8078	0.9966	0.9944	0.0117	0.0069
ch.9823	Gene:WBGene00018083	IV:4267519-4268335	+	0.7001548234974194	0.3971	8	0.9930	0.9992	0.0046	0.0011	0.9969	0.9837	0.0014
ch.14768	Gene:WBGene00004320	V:9689585-9690621	-	0.6942440481332217	0.0525	21	0.9993	0.9988	0.2429	0.9994	0.9960	0.9962	0.0054
ch.1976	Gene:WBGene00303030	I:10179744-10180406	+	0.8533457867366502	0.6752	12	0.7812	0.9841	0.7177	0.4425	0.0662	0.2363	0.8448
ch.12829	Gene:WBGene00002016	V:1804233-1805056	-	1.3397707158207999	0.9063	17	0.7974	0.4618	0.9945	0.3669	0.0037	0.0034	0.9929
ch.10857	Gene:WBGene00007223	IV:9095653-9096330	-	0.6673620965819964	0.1686	16	0.0106	0.1651	0.9993	0.9634	0.0008	0.0018	0.9939
ch.1072	Gene:WBGene00020350	I:6231395-6232228	-	1.1647146415935192	0.3091	8	0.9998	0.5356	0.9939	0.9956	0.0191	0.4125	0.9982
ch.19125	Gene:WBGene00001445	X:10094329-10095344	-	1.5285037422911174	0.0126	6	0.0538	0.9919	0.8725	0.6235	0.0616	0.0100	0.9501
ch.8525	Gene:WBGene00011870	III:10199251-10199958	+	1.4232741979182097	0.0076	3	0.9582	0.2334	0.2941	0.6578	0.2057	0.3444	0.0389
ch.7464	Gene:WBGene00017305	III:5568112-5568878	-	1.9999836862350275	0.0195	9	0.9938	0.9982	0.8616	0.9886	0.9997	0.0024	0.7543
ch.12554	Gene:WBGene00004144	V:503927-504731	+	1.3474877485818948	0.0653	5	0.9985	0.9984	0.9967	0.0048	0.0075	0.9951	0.3477
ch.15760	Gene:WBGene00023419	V:13621301-13621919	-	1.0631309127256592	0.0118	5	0.0009	0.1755	0.9954	0.9988	0.9992	0.9966	0.9227
ch.18240	Gene:WBGene00001454	X:4677233-4678228	-	0.9257238840144221	0.3766	9	0.9983	0.4049	0.9951	0.0897	0.5435	0.9132	0.9937
ch.7157	Gene:WBGene00007133	III:4379220-4379916	-	1.536045783299718	0.1927	9	0.9964	0.3465	0.8318	0.0053	0.0050	0.9975	0.8696
ch.14749	Gene:WBGene00011537	V:9618130-9619118	-	1.3341085074309622	0.0000	14	0.5835	0.6505	0.2451	0.3435	0.4585	0.1043	0.5734
ch.8150	Gene:WBGene00015518	III:8605731-8606721	+	0.6522025797966178	0.1589	4	0.9978	0.9875	0.0031	0.9818	0.9928	0.9873	0.0100
ch.1595	Gene:WBGene00011033	I:8591991-8593027	+	0.7811209751516318	0.0941	19	0.9963	0.9527	0.9987	0.0722	0.5756	0.3135	0.7804
ch.5505	Gene:WBGene00014173	II:10312192-10313042	+	1.4124810150644276	0.2677	7	0.9970	0.1256	0.9932	0.9969	0.0066	0.0044	0.9992
ch.15458	Gene:WBGene00009097	V:12365247-12365968	+	1.0041931014775607	0.0004	5	0.4981	0.6311	0.6960	0.3790	0.4430	0.3040	0.4617
ch.6739	Gene:WBGene00021263	III:1701611-1702536	-	1.9999999999999993	0.6424	7	0.9949	0.9943	0.8750	0.0008	0.9996	0.0087	0.3595
ch.7718	Gene:WBGene00018132	III:6722353-6723382	+	0.6667443747592816	0.1380	10	0.9833	0.6772	0.9979	0.0054	0.9994	0.9922	0.9963
ch.6249	Gene:WBGene00012187	II:14059984-14060723	+	0.44252106264702135	0.0004	7	0.5640	0.9823	0.6483	0.0263	0.7395	0.0319	0.6198
ch.13865	Gene:WBGene00019805	V:6044482-6045228	-	1.3153441757527915	0.0652	4	0.9947	0.0130	0.9984	0.9944	0.0185	0.0036	0.9893
ch.2892	Gene:WBGene00006730	I:14790143-14791033	+	0.8041638913434754	0.3188	11	0.9926	0.9972	0.9978	0.0018	0.0072	0.7724	0.9940
ch.7817	Gene:WBGene00004450	III:7180150-7180746	+	1.132651823207478	0.2934	21	0.9974	0.9994	0.9966	0.9964	0.9939	0.0013	0.7341
ch.5888	Gene:WBGene00012844	II:12120305-12121129	+	1.3411894894297998	0.0024	4	0.9951	0.4152	0.9949	0.9962	0.0076	0.9980	0.3519
ch.7631	Gene:WBGene00018562	III:6286523-6287394	-	1.3256460207001464	0.0498	10	0.9870	0.0167	0.7818	0.9974	0.8316	0.0018	0.9839
ch.1242	Gene:WBGene00016746	I:6922968-6923792	-	1.9977203163353368	0.0608	9	0.9990	0.9945	0.2751	0.9979	0.9979	0.9951	0.6138
ch.13075	Gene:WBGene00018824	V:2796197-2797165	+	0.818721423050532	0.0430	4	0.7269	0.6351	0.9997	0.0016	0.0120	0.0195	0.9702
ch.15522	Gene:WBGene00013854	V:12611581-12612317	-	0.5531937449329292	0.0000	2	0.5893	0.0560	0.8455	0.5391	0.2462	0.0859	0.3703
ch.2962	Gene:WBGene00016808	II:98303-99060	+	1.2768907044521207	0.0743	8	0.9952	0.9953	0.9564	0.0064	0.9883	0.0018	0.9676
ch.10604	Gene:WBGene00016129	IV:8016173-8016981	+	0.6741735673758446	0.0868	7	0.0207	0.9977	0.5712	0.9989	0.0031	0.0792	0.9880
ch.6082	Gene:WBGene00008930	II:13036247-13036940	-	0.04334901958427503	0.0167	12	0.9953	0.8482	0.7515	0.0065	0.3336	0.9725	0.9971
ch.12646	Gene:WBGene00044514	V:777499-778344	+	0.8580820764732933	0.1704	16	0.3696	0.4317	0.9928	0.3229	0.0115	0.0061	0.9953
ch.1425	Gene:WBGene00010291	I:7755677-7756452	+	1.333070941839599	0.0014	4	0.0331	0.0225	0.8063	0.0395	0.1267	0.2793	0.9926
ch.8683	Gene:WBGene00012964	III:11008121-11009028	+	0.29630738479308577	0.0700	18	0.9985	0.7240	0.9773	0.9908	0.2106	0.7101	0.9300
ch.13709	Gene:WBGene00015683	V:5311834-5312448	+	1.2715100880189925	0.0002	3	0.3893	0.9937	0.9976	0.0025	0.0030	0.9983	0.9501
ch.17246	Gene:WBGene00045461	V:19436383-19437316	+	0.5849036580153475	0.5651	20	0.9991	0.7299	0.0032	0.9997	0.0337	0.6998	0.9898
ch.11939	Gene:WBGene00012878	IV:13662015-13662769	-	1.1319650185246524	0.6419	5	0.6526	0.2097	0.9984	0.0118	0.0016	0.4036	0.9851
ch.3979	Gene:WBGene00021190	II:3993094-3994058	+	0.6793796315373732	0.1504	8	0.9858	0.0071	0.9944	0.3809	0.9970	0.0067	0.9889
ch.749	Gene:WBGene00023067	I:4789089-4789691	+	0.1572982493627184	0.0543	15	0.9992	0.9912	0.9977	0.1621	0.0032	0.0027	0.2985
ch.7492	Gene:WBGene00015150	III:5693935-5694883	+	1.340177082425247	0.0003	9	0.2744	0.9180	0.8142	0.9948	0.6335	0.8727	0.6599
ch.370	Gene:WBGene00022125	I:2774811-2775520	+	1.1561141681051705	0.0006	13	0.2283	0.7268	0.9184	0.1848	0.9782	0.5939	0.9380
ch.8463	Gene:WBGene00010542	III:9947304-9948271	+	0.6385390260575455	0.0803	11	0.9997	0.9999	0.9813	0.9697	0.9916	0.9835	0.0096
ch.10379	Gene:WBGene00021543	IV:7081413-7082365	+	1.504527820210113	0.1865	9	1.0000	0.9954	0.0051	0.9944	0.9880	0.0021	0.9771
ch.2099	Gene:WBGene00016387	I:10687262-10688159	+	1.1917916729060356	0.4195	13	0.9983	0.9970	0.8978	0.8927	0.9980	0.0021	0.0165
ch.1662	Gene:WBGene00009457	I:8819398-8820202	-	1.3262362274132993	0.0003	7	0.0340	0.1011	0.9371	0.9770	0.1565	0.1483	0.7511
ch.8639	Gene:WBGene00010479	III:10740076-10740871	-	0.760242981165264	0.4151	17	0.0144	0.2672	0.2894	0.2364	0.1472	0.0103	0.9996
ch.8594	Gene:WBGene00185048	III:10505379-10505998	+	1.358012246657474	0.0194	4	0.9987	0.1794	0.0088	0.9985	0.9996	0.9938	0.2492
ch.8970	Gene:WBGene00006728	III:12977862-12978622	-	0.7301151919788854	0.4416	35	0.7280	0.9852	0.0030	0.9997	0.9989	0.0021	0.9998
ch.15835	Gene:WBGene00007365	V:13908029-13909066	-	0.7284529527005611	0.0570	13	0.9975	0.9953	0.2262	0.2382	0.0001	0.9990	0.0056
ch.14292	Gene:WBGene00004453	V:7775641-7776178	-	0.04053716440644789	0.0274	7	0.9987	0.9982	0.9952	0.9877	0.0002	0.0017	0.2228
ch.18005	Gene:WBGene00002253	X:3259041-3259911	+	0.6861779077994057	0.1563	16	0.9883	1.0000	0.9998	0.2598	0.9983	0.9983	0.0095
ch.10192	Gene:WBGene00015703	IV:6154457-6155495	-	0.9013851884455922	0.3704	13	0.6169	0.9879	0.9945	0.9984	0.0097	0.0117	0.9955
ch.269	Gene:WBGene00004409	I:2068985-2069674	-	0.004516179277755885	0.0040	40	0.9963	0.9935	0.9980	1.0000	0.0029	0.9962	0.9994
ch.1665	Gene:WBGene00009459	I:8826066-8826769	-	1.8818224041708962	0.2411	4	0.9962	0.2798	0.9951	0.0055	0.9792	0.0032	0.7916
ch.8895	Gene:WBGene00004919	III:12429071-12429728	-	1.0051584237543592	0.0955	10	0.9958	0.9840	1.0000	0.6171	0.9996	0.9988	0.8835
ch.1250	Gene:WBGene00020397	I:6951034-6952081	+	1.3488288474424748	0.0134	3	0.9541	0.4942	0.9989	0.2312	0.1234	0.9289	0.1928
ch.5481	Gene:WBGene00011038	II:10197524-10198417	+	0.6789758113477661	0.0088	26	0.9933	0.6815	0.9974	0.0998	0.1595	0.3594	0.2905
ch.10444	Gene:WBGene00001713	IV:7309737-7310859	-	0.6958866837319478	0.2169	59	0.9925	0.0007	0.9945	0.9890	0.5880	0.1146	0.9970
ch.5721	Gene:WBGene00011997	II:11319122-11319790	-	1.2224785810520757	0.1548	5	0.9943	0.9999	0.0016	0.9977	0.9999	0.9958	0.1705
ch.20084	Gene:WBGene00010007	X:15857052-15858073	+	0.6847980725113701	0.3349	8	0.1472	0.0011	0.2062	0.0440	0.9978	0.0033	0.9971
ch.10638	Gene:WBGene00044608	IV:8200503-8201332	-	0.7718597951114643	0.6790	13	0.9982	0.9736	0.9954	0.0496	0.9953	0.9956	0.0085
ch.6757	Gene:WBGene00000941	III:1859787-1860480	+	1.5624957222388234	0.4254	7	0.9992	0.9936	0.0019	0.0012	0.0123	0.9822	0.7257
ch.18594	Gene:WBGene00018259	X:6835390-6836214	-	0.04237661648516907	0.0398	8	0.9831	0.9978	0.0013	0.8734	0.0050	0.9999	0.0213
ch.1240	Gene:WBGene00016740	I:6916665-6917660	+	0.5553757972019283	0.1317	8	0.0066	0.9246	0.9898	0.9992	0.0038	0.9976	0.0226
ch.12535	Gene:WBGene00019744	V:449880-450536	+	0.38906443637160376	0.0065	3	0.9987	0.9949	0.9944	0.0052	0.0045	0.0002	0.3626
ch.1227	Gene:WBGene00019246	I:6850308-6851352	+	0.7959653035566614	0.1837	13	0.5867	0.9955	0.9992	0.8600	0.0008	0.0015	0.9931
ch.8829	Gene:WBGene00013238	III:11920634-11921685	+	0.7196910440682682	0.0385	19	0.9963	0.9962	0.9899	0.9950	0.0000	0.0046	0.9675
ch.4103	Gene:WBGene00001976	II:4672984-4673845	+	1.3563535023347986	0.0009	8	0.0530	0.8245	0.0054	0.7359	0.9469	0.0021	0.0222
ch.10662	Gene:WBGene00018070	IV:8300667-8301264	+	0.08510880507036045	0.0000	4	0.4465	0.7107	0.0537	0.8876	0.5414	0.9530	0.7221
ch.4330	Gene:WBGene00017390	II:5496439-5497161	+	1.999213499337498	0.0000	2	0.3071	0.9865	0.9405	0.6585	0.3881	0.8733	0.0983
ch.5175	Gene:WBGene00007684	II:8964141-8964989	-	0.9070257110965353	0.1232	13	0.0018	0.7526	0.9952	0.9983	0.9992	0.0017	0.0091
ch.4232	Gene:WBGene00015458	II:5101883-5102778	+	1.3447770081437884	0.0005	8	0.9855	0.0023	0.0365	0.7246	0.9881	0.2149	0.2951
